1.596184506220011678e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.403815493779991375e-01,0.000000000000000000e+00,2.289834988289385365e-16
0.000000000000000000e+00,9.185327779465145559e-01,4.689516801309286013e-17,0.000000000000000000e+00,0.000000000000000000e+00,8.146722205348548573e-02
1.534661299156384329e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.465338700843616504e-01,9.714451465470119729e-17,1.040834085586084257e-16
7.382963039686017002e-17,5.007948557144612650e-02,1.451620408872656737e-17,0.000000000000000000e+00,9.322742330581152981e-01,1.764628137043856501e-02
0.000000000000000000e+00,4.486163571640400249e-01,7.638225834602638264e-02,0.000000000000000000e+00,6.602741712593937230e-17,4.750013844899336757e-01
9.999999999999498179e-01,1.554312234475219157e-14,7.993605777301127091e-15,0.000000000000000000e+00,5.440092820663267048e-14,6.994405055138486205e-15
1.046497253356988566e-01,8.953502746643017263e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.561251128379126385e-16
1.529707449949333315e-16,5.487019046027243964e-17,0.000000000000000000e+00,0.000000000000000000e+00,5.501195547825457055e-01,4.498804452174541835e-01
2.220446049250313081e-16,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,8.881784197001252323e-16,1.000000000000000000e+00
0.000000000000000000e+00,3.558960858702943653e-01,5.632640354160220382e-16,1.492847048826740075e-01,0.000000000000000000e+00,4.948192092470313774e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.332106196745608540e-01,6.447355471368471092e-01,2.220538331885927585e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.034862326066308791e-01,4.257556782745816149e-17,1.571167162826457020e-01,3.939705111072343280e-02,1.223374451556400118e-17
3.184317670960604274e-16,5.551115123125782702e-17,0.000000000000000000e+00,1.860295676482878706e-16,9.999999999999998890e-01,0.000000000000000000e+00
6.463125970501196194e-02,1.595945597898662527e-16,0.000000000000000000e+00,0.000000000000000000e+00,2.081668171172168513e-17,9.353687398134477027e-01
0.000000000000000000e+00,4.254069764625192374e-01,1.232210756515135684e-17,1.965618868308196242e-17,6.486326891388417837e-02,5.097297546235965982e-01
5.125519254899246757e-01,1.665334536937734811e-16,4.874480745100751022e-01,4.857225732735059864e-17,0.000000000000000000e+00,4.163336342344337027e-17
8.326672684688674053e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.984459297526504629e-01,7.574039176858161637e-01,3.429060421028529149e-16,1.072004898045042509e-16,0.000000000000000000e+00,4.415015256153324852e-02
0.000000000000000000e+00,3.941291737419305719e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.214626832219470515e-02,9.368811882787049239e-01,4.097254339910028076e-02,5.204170427930421283e-17,2.125036258071588691e-17,0.000000000000000000e+00
0.000000000000000000e+00,5.828670879282071837e-16,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.665334536937734811e-16
6.696491969807052969e-02,6.174826533243630289e-01,8.225028731018158012e-16,0.000000000000000000e+00,0.000000000000000000e+00,3.155524269775660251e-01
2.254691766844632850e-01,3.539912859854376093e-01,0.000000000000000000e+00,8.245357521752261221e-17,7.703256435509509004e-17,4.205395373300991335e-01
1.650986339210362708e-16,0.000000000000000000e+00,4.948020033187842115e-01,1.539547214513100060e-01,3.512432752299055050e-01,1.580660218309132256e-16
2.219946795715846966e-01,5.056218471826874616e-02,6.204346932048299124e-17,7.274431357101464046e-01,1.591879839751841885e-16,0.000000000000000000e+00
3.155206169374841219e-02,5.710937261844153401e-01,1.825796458465589467e-16,9.009720053354541847e-17,1.916869440954371839e-16,3.973542121218357481e-01
4.309944278929624513e-16,9.759456481410990619e-03,0.000000000000000000e+00,9.902405435185885896e-01,1.745801868324035668e-16,2.655877092926496375e-16
0.000000000000000000e+00,8.287096654454997879e-03,6.765799966929743336e-02,0.000000000000000000e+00,5.141639552725699863e-02,8.726385081489905771e-01
0.000000000000000000e+00,5.779675548639039897e-17,0.000000000000000000e+00,1.177188247804214017e-03,1.426176961695130729e-16,9.988228117521960048e-01
0.000000000000000000e+00,2.949549283216776577e-17,4.510778746937903483e-01,1.534520544458277125e-01,3.954700708603821613e-01,0.000000000000000000e+00
1.754843007065468774e-16,2.222288514553112307e-17,5.546077695003954755e-01,4.059959566985378056e-03,4.413322709326190640e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-16,2.775557561562891351e-16,7.771561172376095783e-16,9.999999925494190700e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.685579756088322445e-01,3.233001757006386613e-16,6.060649759572415141e-01,2.537704843392647736e-02
1.764853049494486509e-16,5.000497720526621281e-02,0.000000000000000000e+00,3.800159933645083194e-16,9.499950227947335790e-01,0.000000000000000000e+00
3.052332920963715088e-16,0.000000000000000000e+00,0.000000000000000000e+00,8.131868872666967452e-01,1.868131127333030328e-01,4.263220826866800017e-16
7.453782829035525034e-17,4.704497137942432183e-01,1.791787038081013277e-16,2.842371373091632722e-02,1.713909352254445184e-01,3.297356372493956411e-01
0.000000000000000000e+00,7.737294742322832768e-17,2.239407494127262467e-16,0.000000000000000000e+00,5.905474925828807509e-01,4.094525074171193046e-01
9.999999999999613642e-01,1.365574320288942545e-14,3.774758283725532237e-15,0.000000000000000000e+00,3.308464613382966490e-14,2.886579864025407005e-15
0.000000000000000000e+00,0.000000000000000000e+00,6.239722829755882660e-01,1.074620938035617673e-01,2.685656232208499805e-01,1.095905098283753636e-16
9.041805799226774573e-18,6.150545420716091449e-01,5.468947744922139642e-02,0.000000000000000000e+00,1.416100207722609855e-17,3.302559804791694864e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.665537258412137511e-01,1.336246320197631288e-01,1.998216421390232589e-01,0.000000000000000000e+00
8.184777327061305841e-02,6.155275128048066924e-02,4.772377898713869304e-01,3.224245134390283374e-01,0.000000000000000000e+00,5.693717213849111558e-02
3.791009584109760744e-01,0.000000000000000000e+00,1.655778503059286422e-01,1.575849058362160382e-01,2.977362854468793008e-01,3.964114193150125587e-17
9.573396358751636026e-02,3.697730023197591254e-01,0.000000000000000000e+00,4.576688420604435592e-17,1.727405111312529939e-16,5.344930340927246393e-01
1.596184506220011678e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.403815493779991375e-01,0.000000000000000000e+00,2.289834988289385365e-16
0.000000000000000000e+00,0.000000000000000000e+00,8.326672684688674053e-17,1.000000000000000000e+00,0.000000000000000000e+00,1.942890293094023946e-16
9.999999999999613642e-01,1.365574320288942545e-14,3.774758283725532237e-15,0.000000000000000000e+00,3.308464613382966490e-14,2.886579864025407005e-15
2.254691766844632850e-01,3.539912859854376093e-01,0.000000000000000000e+00,8.245357521752261221e-17,7.703256435509509004e-17,4.205395373300991335e-01
0.000000000000000000e+00,5.812759910187818013e-01,1.894296160703994383e-02,0.000000000000000000e+00,2.899037346454363950e-01,1.098773127287421547e-01
0.000000000000000000e+00,6.779127129336785795e-02,0.000000000000000000e+00,1.837220452236668911e-01,0.000000000000000000e+00,7.484866834829663196e-01
3.311267773637293145e-16,5.077421488574844190e-16,0.000000000000000000e+00,5.930556329096296764e-02,9.498175636791023486e-17,9.406944367090368520e-01
6.163007261142208759e-02,5.820568377277101080e-01,9.649399335120989463e-18,0.000000000000000000e+00,3.194630553494852698e-01,3.685003431138229174e-02
3.702364539146647789e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.573175991727806680e-17
6.744363364946948103e-01,1.338989683019597976e-17,0.000000000000000000e+00,2.654925861446990054e-01,2.314771638256551967e-17,6.007107736060609410e-02
5.028205043814938406e-17,6.495316245010092082e-01,6.456232064342850483e-16,1.104447647793625753e-01,4.358078570743205648e-16,2.400236107196272173e-01
6.437247004490277424e-01,4.813857645835639687e-17,0.000000000000000000e+00,2.775224262225709504e-01,2.268697242180264632e-03,7.648417608622105901e-02
0.000000000000000000e+00,4.400067966627653204e-01,5.043791470266600560e-03,0.000000000000000000e+00,5.549494118669681120e-01,0.000000000000000000e+00
4.968246837513418113e-01,0.000000000000000000e+00,5.031753162486580777e-01,1.387778780781445676e-16,6.245004513516505540e-17,0.000000000000000000e+00
1.334421880818070013e-15,7.882292055807235132e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.053884108775119538e-01,1.063823835417642000e-01
2.381266269914848466e-01,3.731780651192122544e-01,4.683753385137379155e-17,1.421660098671617689e-16,2.463849436973308826e-17,3.886953078893026770e-01
5.624063123901098041e-03,7.547418225424840088e-01,1.270430252705420995e-02,0.000000000000000000e+00,9.846257368131078325e-02,1.284672381252500439e-01
0.000000000000000000e+00,4.024558464266192459e-16,9.999999999999997780e-01,5.551115123125782702e-17,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999999613642e-01,1.365574320288942545e-14,3.774758283725532237e-15,0.000000000000000000e+00,3.308464613382966490e-14,2.886579864025407005e-15
2.296378220804225212e-01,5.879138082684142175e-01,0.000000000000000000e+00,3.035766082959412415e-17,1.105886215935214523e-16,1.824483696511634279e-01
1.955047285815188773e-01,6.039254064281679435e-01,0.000000000000000000e+00,3.385421283585987595e-17,0.000000000000000000e+00,2.005698649903135677e-01
1.955047285815188773e-01,6.039254064281679435e-01,0.000000000000000000e+00,3.385421283585987595e-17,0.000000000000000000e+00,2.005698649903135677e-01
1.665334536937734811e-16,0.000000000000000000e+00,4.996003610813204432e-16,9.999999999999997780e-01,5.551115123125782702e-17,0.000000000000000000e+00
1.093266547654073335e-02,8.457623528727675755e-01,3.218184396781298176e-16,1.433049816506916652e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,6.772360450213454897e-15,0.000000000000000000e+00,0.000000000000000000e+00,3.996802888650563546e-15,0.000000000000000000e+00
9.269309946054766769e-01,2.723515857283587138e-16,0.000000000000000000e+00,1.058181320345852328e-16,0.000000000000000000e+00,7.306900539452326759e-02
1.504875638368801118e-16,9.785478391925812591e-01,2.145216080741872700e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.415899176045425560e-18
0.000000000000000000e+00,5.812759910187818013e-01,1.894296160703994383e-02,0.000000000000000000e+00,2.899037346454363950e-01,1.098773127287421547e-01
2.889749883128324703e-01,0.000000000000000000e+00,5.464767298695935027e-01,1.645482818175740269e-01,0.000000000000000000e+00,1.769417945496343236e-16
2.654641621654294514e-01,2.162489986139219389e-01,1.019150042136374168e-17,2.710505431213761085e-17,5.182868392206484431e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.024558464266192459e-16,9.999999999999997780e-01,5.551115123125782702e-17,0.000000000000000000e+00,0.000000000000000000e+00
